type,datum,NIS,kieskring,mandaten,"ingeschreven
kiezers",stembiljetten,blanco&ongeldig,lijstnr,lijst,"aantal
kandidaten",lijststemmen cat.1,lijststemmen cat.2,stemcijfer,verkiesbaarheidscijfer,verkregen zetels
CG,14/10/2018,34022,Kortrijk,41,57269,52375,1516,9,PVDA,29,390,693,1083,,0
CG,14/10/2018,23099,Kraainem,23,7811,7079,303,2,N-VA,5,105,177,282,,0
CG,14/10/2018,23099,Kraainem,23,7811,7079,303,7,Kraainem-Unie,23,587,1614,2201,1957,8
CG,14/10/2018,23099,Kraainem,23,7811,7079,303,8,Défi+MR+Ind.,23,469,2498,2967,2720,11
CG,14/10/2018,23099,Kraainem,23,7811,7079,303,9,LB,23,196,1130,1326,1061,4
CG,14/10/2018,46013,Kruibeke,25,12748,11975,499,2,N-VA,25,768,1856,2624,2250,6
CG,14/10/2018,46013,Kruibeke,25,12748,11975,499,3,CD&V,25,220,1930,2150,1720,4
CG,14/10/2018,46013,Kruibeke,25,12748,11975,499,7,SamenVoorKruibeke,25,670,3282,3952,3557,9
CG,14/10/2018,46013,Kruibeke,25,12748,11975,499,8,D.E.N.E.R.T.,25,528,2222,2750,2358,6
CG,14/10/2018,45068,Kruisem,25,12304,11974,434,3,CD&V,25,569,5591,6160,5750,14
CG,14/10/2018,45068,Kruisem,25,12304,11974,434,4,Groen&Co,25,855,866,1721,1291,3
CG,14/10/2018,45068,Kruisem,25,12304,11974,434,6,Open Vld/N-VA/Plus,25,1142,2517,3659,3253,8
CG,14/10/2018,34023,Kuurne,23,10335,9741,476,1,sp.a GROEN,23,528,1108,1636,1309,4
CG,14/10/2018,34023,Kuurne,23,10335,9741,476,2,N-VA,23,538,1220,1758,1407,4
CG,14/10/2018,34023,Kuurne,23,10335,9741,476,3,CD&V,23,588,3211,3799,3454,10
CG,14/10/2018,34023,Kuurne,23,10335,9741,476,7,NIEUW KUURNE/VLD,23,394,1678,2072,1727,5
CG,14/10/2018,13053,Laakdal,25,12789,11914,489,2,N-VA,25,627,1433,2060,1717,5
CG,14/10/2018,13053,Laakdal,25,12789,11914,489,3,CD&V,25,418,2947,3365,2992,8
CG,14/10/2018,13053,Laakdal,25,12789,11914,489,4,Groen,25,250,525,775,388,1
CG,14/10/2018,13053,Laakdal,25,12789,11914,489,5,VLAAMS BELANG,5,563,788,1351,1014,3
CG,14/10/2018,13053,Laakdal,25,12789,11914,489,7,Stem! & Open Vld,25,146,1124,1270,847,2
CG,14/10/2018,13053,Laakdal,25,12789,11914,489,8,PROLAAKDAL,25,290,2314,2604,2232,6
CG,14/10/2018,42010,Laarne,23,9946,9479,398,1,sp.a-Groen!,23,411,582,993,662,2
CG,14/10/2018,42010,Laarne,23,9946,9479,398,2,N-VA,23,555,1012,1567,1254,4
CG,14/10/2018,42010,Laarne,23,9946,9479,398,3,CD&V,23,282,2187,2469,2117,6
CG,14/10/2018,42010,Laarne,23,9946,9479,398,6,Open Vld,23,705,3347,4052,3715,11
CG,14/10/2018,73042,Lanaken,29,16695,15437,502,1,sp.a-Groen,29,341,1921,2262,1810,4
CG,14/10/2018,73042,Lanaken,29,16695,15437,502,2,N-VA,29,424,1402,1826,1370,3
CG,14/10/2018,73042,Lanaken,29,16695,15437,502,3,CD&V,29,291,3064,3355,2936,7
CG,14/10/2018,73042,Lanaken,29,16695,15437,502,5,VLAAMS BELANG,29,550,1091,1641,1094,2
CG,14/10/2018,73042,Lanaken,29,16695,15437,502,6,Open Vld-Lanaken,29,367,5484,5851,5434,13
CG,14/10/2018,24059,Landen,25,12195,11450,710,2,N-VA,25,599,1069,1668,1335,4
CG,14/10/2018,24059,Landen,25,12195,11450,710,3,CD&V,25,269,2463,2732,2391,7
CG,14/10/2018,24059,Landen,25,12195,11450,710,4,Groen Landen,19,486,652,1138,759,2
CG,14/10/2018,24059,Landen,25,12195,11450,710,6,Open Vld,25,286,2193,2479,2125,6
CG,14/10/2018,24059,Landen,25,12195,11450,710,7,L'anders,25,380,2037,2417,2072,6
CG,14/10/2018,24059,Landen,25,12195,11450,710,8,PVDA,11,165,141,306,,0
CG,14/10/2018,33040,Langemark-Poelkapelle,19,6099,5790,312,1,sp.a-DYNAMISCH,19,129,485,614,307,1
CG,14/10/2018,33040,Langemark-Poelkapelle,19,6099,5790,312,2,N-VA,19,338,1416,1754,1535,7
CG,14/10/2018,33040,Langemark-Poelkapelle,19,6099,5790,312,3,CD&V,19,261,1974,2235,2012,9
CG,14/10/2018,33040,Langemark-Poelkapelle,19,6099,5790,312,7,TOPE 8920,19,177,698,875,584,2
CG,14/10/2018,42011,Lebbeke,25,14836,13874,423,1,sp.a-Groen,25,495,1315,1810,1358,3
CG,14/10/2018,42011,Lebbeke,25,14836,13874,423,2,N-VA,25,677,2946,3623,3171,7
CG,14/10/2018,42011,Lebbeke,25,14836,13874,423,3,CD&V,25,305,2411,2716,2264,5
CG,14/10/2018,42011,Lebbeke,25,14836,13874,423,5,VLAAMS BELANG,13,549,912,1461,974,2
CG,14/10/2018,42011,Lebbeke,25,14836,13874,423,6,Open Vld,25,293,3548,3841,3415,8
CG,14/10/2018,41034,Lede,25,14778,13819,557,2,N-VA,25,873,1348,2221,1777,4
CG,14/10/2018,41034,Lede,25,14778,13819,557,3,CD&V,25,409,3705,4114,3740,10
CG,14/10/2018,41034,Lede,25,14778,13819,557,4,Groen,25,516,974,1490,1118,3
CG,14/10/2018,41034,Lede,25,14778,13819,557,7,VOORWAARTS LEDE,25,136,390,526,,0
CG,14/10/2018,41034,Lede,25,14778,13819,557,8,OPEN LEDE,25,378,1764,2142,1714,4
CG,14/10/2018,41034,Lede,25,14778,13819,557,9,LEDE VLAAMS & ZINVOL,25,523,778,1301,868,2
CG,14/10/2018,41034,Lede,25,14778,13819,557,10,de coöperatie,25,191,1040,1231,821,2
CG,14/10/2018,41034,Lede,25,14778,13819,557,11,PVC,12,53,184,237,,0
CG,14/10/2018,36010,Ledegem,21,7533,7313,459,1,sp.a,21,217,753,970,647,2
CG,14/10/2018,36010,Ledegem,21,7533,7313,459,3,CD&V/VD,21,640,4644,5284,5006,18
CG,14/10/2018,36010,Ledegem,21,7533,7313,459,4,Groen,11,267,333,600,300,1
CG,14/10/2018,34025,Lendelede,17,4573,4370,195,2,N-VA,17,234,1023,1257,1048,5
CG,14/10/2018,34025,Lendelede,17,4573,4370,195,3,CD&V,17,228,1953,2181,1983,10
CG,14/10/2018,34025,Lendelede,17,4573,4370,195,7,Trots op Lendlee,17,226,511,737,492,2
CG,14/10/2018,23104,Lennik,21,7094,6585,191,2,N-VA - LENNIK²,21,288,1718,2006,1784,8
CG,14/10/2018,23104,Lennik,21,7094,6585,191,3,CD&V,21,107,938,1045,784,3
CG,14/10/2018,23104,Lennik,21,7094,6585,191,4,Groen,9,271,440,711,474,2
CG,14/10/2018,23104,Lennik,21,7094,6585,191,5,VLAAMS BELANG,14,167,381,548,274,1
CG,14/10/2018,23104,Lennik,21,7094,6585,191,7,Lijst Burgemeester,21,232,1706,1938,1696,7
CG,14/10/2018,23104,Lennik,21,7094,6585,191,8,LEF,1,48,98,146,,0
CG,14/10/2018,71034,Leopoldsburg,25,11783,10903,344,1,sp.a,25,280,2906,3186,2832,8
CG,14/10/2018,71034,Leopoldsburg,25,11783,10903,344,2,N-VA,25,431,1197,1628,1303,4
CG,14/10/2018,71034,Leopoldsburg,25,11783,10903,344,3,CD&V,25,336,2920,3256,2931,9
CG,14/10/2018,71034,Leopoldsburg,25,11783,10903,344,5,VLAAMS BELANG,19,435,848,1283,856,2
CG,14/10/2018,71034,Leopoldsburg,25,11783,10903,344,7,PRO Leopoldsburg,25,221,985,1206,804,2
CG,14/10/2018,24062,Leuven,47,67605,61555,1370,1,sp.a,47,2382,13231,15613,14573,14
CG,14/10/2018,24062,Leuven,47,67605,61555,1370,2,N-VA,47,3678,9653,13331,12221,11
CG,14/10/2018,24062,Leuven,47,67605,61555,1370,3,CD&V,47,1325,8363,9688,8612,8
CG,14/10/2018,24062,Leuven,47,67605,61555,1370,4,Groen,47,4483,7365,11848,10771,10
CG,14/10/2018,24062,Leuven,47,67605,61555,1370,5,VLAAMS BELANG,23,1059,1098,2157,1079,1
CG,14/10/2018,24062,Leuven,47,67605,61555,1370,6,Open Vld,47,1275,2624,3899,2600,2
CG,14/10/2018,24062,Leuven,47,67605,61555,1370,7,Liever Leuven,7,339,547,886,,0
CG,14/10/2018,24062,Leuven,47,67605,61555,1370,8,PVDA,47,767,1996,2763,1382,1
CG,14/10/2018,36011,Lichtervelde,19,7047,6783,361,2,N-VA,14,375,595,970,647,2
CG,14/10/2018,36011,Lichtervelde,19,7047,6783,361,3,CD&V,19,438,2941,3379,3120,12
CG,14/10/2018,36011,Lichtervelde,19,7047,6783,361,6,Open Vld,19,165,495,660,330,1
CG,14/10/2018,36011,Lichtervelde,19,7047,6783,361,7,SOMM,19,394,1019,1413,1131,4
CG,14/10/2018,23044,Liedekerke,23,9908,9219,349,1,sp.a vooruit,23,214,1609,1823,1520,5
CG,14/10/2018,23044,Liedekerke,23,9908,9219,349,2,N-VA,23,517,2243,2760,2454,8
CG,14/10/2018,23044,Liedekerke,23,9908,9219,349,3,CD&V Plus,23,183,2325,2508,2195,7
CG,14/10/2018,23044,Liedekerke,23,9908,9219,349,5,VLAAMS BELANG,5,381,408,789,395,1
CG,14/10/2018,23044,Liedekerke,23,9908,9219,349,6,Open Vld,23,179,811,990,660,2
CG,14/10/2018,12021,Lier,33,27598,25454,921,1,sp.a,33,495,879,1374,687,1
CG,14/10/2018,12021,Lier,33,27598,25454,921,2,N-VA,33,2390,5499,7889,7283,12
CG,14/10/2018,12021,Lier,33,27598,25454,921,3,CD&V,33,862,2095,2957,2366,4
CG,14/10/2018,12021,Lier,33,27598,25454,921,4,Groen-Lier&Ko,33,1566,2028,3594,2995,5
CG,14/10/2018,12021,Lier,33,27598,25454,921,5,VLAAMS BELANG,33,1638,1220,2858,2287,4
CG,14/10/2018,12021,Lier,33,27598,25454,921,6,Open Vld,33,764,3228,3992,3422,6
CG,14/10/2018,12021,Lier,33,27598,25454,921,7,HART VOOR DE BURGER,33,391,794,1185,593,1
CG,14/10/2018,12021,Lier,33,27598,25454,921,8,PVDA,9,374,310,684,,0
CG,14/10/2018,45063,Lierde,17,5259,5036,219,1,sp.ankracht,10,82,139,221,,0
CG,14/10/2018,45063,Lierde,17,5259,5036,219,2,N-VA,9,148,140,288,,0
CG,14/10/2018,45063,Lierde,17,5259,5036,219,6,Open Vld Lierde,17,135,780,915,687,3
CG,14/10/2018,45063,Lierde,17,5259,5036,219,7,Voor Lierde,17,266,2206,2472,2266,11
CG,14/10/2018,45063,Lierde,17,5259,5036,219,8,de 3de partij,17,100,821,921,691,3
CG,14/10/2018,44085,Lievegem,29,20858,19651,853,1,sp.a plus,29,355,1318,1673,1116,2
CG,14/10/2018,44085,Lievegem,29,20858,19651,853,2,N-VA,29,898,1784,2682,2146,4
CG,14/10/2018,44085,Lievegem,29,20858,19651,853,3,CD&V,29,623,7137,7760,7243,14
CG,14/10/2018,44085,Lievegem,29,20858,19651,853,4,Groen,29,738,1321,2059,1545,3
CG,14/10/2018,44085,Lievegem,29,20858,19651,853,6,Open Vld,29,537,3093,3630,3112,6
CG,14/10/2018,44085,Lievegem,29,20858,19651,853,7,Project,14,259,735,994,,0
CG,14/10/2018,13019,Lille,25,12983,12076,500,2,N-VA,25,1117,3294,4411,4044,11
CG,14/10/2018,13019,Lille,25,12983,12076,500,3,CD&V,25,460,2812,3272,2863,7
CG,14/10/2018,13019,Lille,25,12983,12076,500,4,Groen,25,589,1960,2549,2125,5
CG,14/10/2018,13019,Lille,25,12983,12076,500,5,VLAAMS BELANG,5,508,836,1344,896,2
CG,14/10/2018,23100,Linkebeek,15,3350,2988,127,7,Activ',15,175,414,589,442,3
CG,14/10/2018,23100,Linkebeek,15,3350,2988,127,8,ensemble LKB samen,15,195,761,956,797,5
CG,14/10/2018,23100,Linkebeek,15,3350,2988,127,9,LINK@VENIR,15,289,1027,1316,1152,7
CG,14/10/2018,11025,Lint,19,6734,6351,167,2,N-VA,19,573,1492,2065,1807,7
CG,14/10/2018,11025,Lint,19,6734,6351,167,3,CD&V,19,164,1033,1197,958,4
CG,14/10/2018,11025,Lint,19,6734,6351,167,4,Groen-sp.a,19,353,917,1270,1016,4
CG,14/10/2018,11025,Lint,19,6734,6351,167,5,VLAAMS BELANG,13,252,458,710,474,2
CG,14/10/2018,11025,Lint,19,6734,6351,167,6,Open Vld,19,192,750,942,628,2
CG,14/10/2018,24133,Linter,19,5781,5498,158,1,sp.a,19,112,478,590,295,1
CG,14/10/2018,24133,Linter,19,5781,5498,158,2,N-VA,19,157,537,694,463,2
CG,14/10/2018,24133,Linter,19,5781,5498,158,3,CD&V,19,221,2792,3013,2813,14
CG,14/10/2018,24133,Linter,19,5781,5498,158,5,VLAAMS BELANG,6,135,212,347,,0
CG,14/10/2018,24133,Linter,19,5781,5498,158,6,Open Vld,19,82,614,696,464,2
CG,14/10/2018,44034,Lochristi,27,17516,16819,472,2,N-VA,27,888,1693,2581,2065,4
CG,14/10/2018,44034,Lochristi,27,17516,16819,472,3,CD&V,27,592,2265,2857,2381,5
CG,14/10/2018,44034,Lochristi,27,17516,16819,472,4,Groen-sp.a,27,827,751,1578,1052,2
CG,14/10/2018,44034,Lochristi,27,17516,16819,472,5,VLAAMS BELANG,15,770,520,1290,645,1
CG,14/10/2018,44034,Lochristi,27,17516,16819,472,6,Open Vld,27,1458,6583,8041,7539,15
CG,14/10/2018,46014,Lokeren,35,30318,28564,1217,2,N-VA,35,1557,1816,3373,2699,4
CG,14/10/2018,46014,Lokeren,35,30318,28564,1217,3,CD&V,35,863,4985,5848,5199,8
CG,14/10/2018,46014,Lokeren,35,30318,28564,1217,4,Groen-sp.a,35,1610,3841,5451,4770,7
CG,14/10/2018,46014,Lokeren,35,30318,28564,1217,5,VLAAMS BELANG,35,1780,1402,3182,2387,3
CG,14/10/2018,46014,Lokeren,35,30318,28564,1217,6,Open Vld,35,1861,7632,9493,8815,13
CG,14/10/2018,72020,Lommel,31,23707,22207,984,2,N-VA,31,846,2663,3509,2925,5
CG,14/10/2018,72020,Lommel,31,23707,22207,984,3,CD&V,31,905,6837,7742,7189,13
CG,14/10/2018,72020,Lommel,31,23707,22207,984,4,Groen,15,261,646,907,,0
CG,14/10/2018,72020,Lommel,31,23707,22207,984,7,LIJST BURGEMEESTER,31,746,5687,6433,5897,11
CG,14/10/2018,72020,Lommel,31,23707,22207,984,8,voor3920lommel,31,279,1160,1439,720,1
CG,14/10/2018,72020,Lommel,31,23707,22207,984,9,PVDA,29,269,924,1193,597,1
CG,14/10/2018,23045,Londerzeel,25,14412,13554,474,2,N-VA,25,1057,3568,4625,4205,10
CG,14/10/2018,23045,Londerzeel,25,14412,13554,474,3,CD&V,25,275,1408,1683,1263,3
CG,14/10/2018,23045,Londerzeel,25,14412,13554,474,4,Groen,22,472,672,1144,572,1
CG,14/10/2018,23045,Londerzeel,25,14412,13554,474,7,LWD,25,825,3456,4281,3853,9
CG,14/10/2018,23045,Londerzeel,25,14412,13554,474,8,Pro1840,21,282,1065,1347,898,2
CG,14/10/2018,32030,Lo-Reninge,13,2570,2439,76,7,DYNAMISCH,13,167,1296,1463,1301,8
CG,14/10/2018,32030,Lo-Reninge,13,2570,2439,76,8,INSPRAAK,13,134,766,900,750,5
CG,14/10/2018,24066,Lubbeek,23,11329,10546,246,2,N-VA,23,523,3035,3558,3203,9
CG,14/10/2018,24066,Lubbeek,23,11329,10546,246,3,CD&V,23,182,1653,1835,1468,4
CG,14/10/2018,24066,Lubbeek,23,11329,10546,246,4,Groen,23,635,1323,1958,1567,4
CG,14/10/2018,24066,Lubbeek,23,11329,10546,246,6,Open Vld,23,264,994,1258,839,2
CG,14/10/2018,24066,Lubbeek,23,11329,10546,246,7,Lubbeek Leeft,23,301,1390,1691,1353,4
CG,14/10/2018,71037,Lummen,23,11763,11138,575,1,sp.a plus,23,332,1631,1963,1571,4
CG,14/10/2018,71037,Lummen,23,11763,11138,575,2,N-VA,19,736,898,1634,1226,3
CG,14/10/2018,71037,Lummen,23,11763,11138,575,3,CD&V,23,699,3918,4617,4262,12
CG,14/10/2018,71037,Lummen,23,11763,11138,575,4,Groen,23,401,1163,1564,1173,3
CG,14/10/2018,71037,Lummen,23,11763,11138,575,6,Open Vld,9,270,515,785,393,1
CG,14/10/2018,45064,Maarkedal,17,5141,4845,161,2,N-VA,17,293,1529,1822,1620,8
CG,14/10/2018,45064,Maarkedal,17,5141,4845,161,3,CD&V Vooruit,17,103,1003,1106,922,5
CG,14/10/2018,45064,Maarkedal,17,5141,4845,161,4,Groen & Co,15,139,217,356,,0
CG,14/10/2018,45064,Maarkedal,17,5141,4845,161,6,Open Vld Maarkedal,17,118,761,879,660,3
CG,14/10/2018,45064,Maarkedal,17,5141,4845,161,7,KOMOP Maarkedal,13,99,422,521,261,1
CG,14/10/2018,72021,Maaseik,29,17778,16438,957,2,N-VA,29,844,1462,2306,1845,4
CG,14/10/2018,72021,Maaseik,29,17778,16438,957,3,CD&V,29,601,2919,3520,3080,7
CG,14/10/2018,72021,Maaseik,29,17778,16438,957,5,VLAAMS BELANG,7,987,1230,2217,1774,4
CG,14/10/2018,72021,Maaseik,29,17778,16438,957,6,Open Vld,29,496,3380,3876,3446,8
CG,14/10/2018,72021,Maaseik,29,17778,16438,957,7,PRO3680,29,503,2370,2873,2463,6
CG,14/10/2018,72021,Maaseik,29,17778,16438,957,8,VOLUIT,21,103,586,689,,0
CG,14/10/2018,73107,Maasmechelen,33,26123,25008,966,1,sp.a,33,362,1798,2160,1620,3
CG,14/10/2018,73107,Maasmechelen,33,26123,25008,966,2,N-VA,33,669,2126,2795,2236,4
CG,14/10/2018,73107,Maasmechelen,33,26123,25008,966,3,CD&V,33,449,6797,7246,6689,12
CG,14/10/2018,73107,Maasmechelen,33,26123,25008,966,5,VLAAMS BELANG,15,818,1287,2105,1404,2
CG,14/10/2018,73107,Maasmechelen,33,26123,25008,966,7,ademM,33,124,1690,1814,1210,2
CG,14/10/2018,73107,Maasmechelen,33,26123,25008,966,8,Open MM,33,243,3898,4141,3550,6
CG,14/10/2018,73107,Maasmechelen,33,26123,25008,966,9,PUUR-MAASMECHELEN,24,116,2782,2898,2319,4
CG,14/10/2018,73107,Maasmechelen,33,26123,25008,966,10,PVDA,31,198,685,883,,0
CG,14/10/2018,23047,Machelen,25,9882,9115,649,1,sp.a-spirit-groen,25,428,2688,3116,2833,10
CG,14/10/2018,23047,Machelen,25,9882,9115,649,2,N-VA,25,530,1414,1944,1667,6
CG,14/10/2018,23047,Machelen,25,9882,9115,649,3,CD&V,25,184,2039,2223,1946,7
CG,14/10/2018,23047,Machelen,25,9882,9115,649,6,Open Vld,25,210,680,890,594,2
CG,14/10/2018,23047,Machelen,25,9882,9115,649,7,LEEFBAAR MA-DIE VB,7,117,176,293,,0
CG,14/10/2018,43010,Maldegem,27,18798,17769,796,2,N-VA,27,637,2420,3057,2548,5
CG,14/10/2018,43010,Maldegem,27,18798,17769,796,3,CD&V,27,426,3525,3951,3458,7
CG,14/10/2018,43010,Maldegem,27,18798,17769,796,4,Groen,27,653,1139,1792,1195,2
CG,14/10/2018,43010,Maldegem,27,18798,17769,796,5,VLAAMS BELANG,7,664,542,1206,603,1
CG,14/10/2018,43010,Maldegem,27,18798,17769,796,6,Open Vld,27,628,4404,5032,4529,9
CG,14/10/2018,43010,Maldegem,27,18798,17769,796,7,De Merlaan,27,262,1673,1935,1452,3
CG,14/10/2018,11057,Malle,25,11779,10742,331,2,N-VA,25,613,1762,2375,2036,6
CG,14/10/2018,11057,Malle,25,11779,10742,331,3,CD&V Malle,25,241,967,1208,906,3
CG,14/10/2018,11057,Malle,25,11779,10742,331,5,VLAAMS BELANG,16,259,655,914,610,2
CG,14/10/2018,11057,Malle,25,11779,10742,331,7,OOSTWEST,25,234,1617,1851,1543,5
CG,14/10/2018,11057,Malle,25,11779,10742,331,8,DBM,25,381,2029,2410,2066,6
CG,14/10/2018,11057,Malle,25,11779,10742,331,9,Progressief Malle,25,290,1187,1477,1108,3
CG,14/10/2018,11057,Malle,25,11779,10742,331,10,LIJST VAN BOXEL,1,56,120,176,,0
CG,14/10/2018,12025,Mechelen,43,61021,56809,1633,1,sp.a,43,1049,4003,5052,3789,3
CG,14/10/2018,12025,Mechelen,43,61021,56809,1633,2,N-VA,43,2683,6384,9067,7934,7
CG,14/10/2018,12025,Mechelen,43,61021,56809,1633,3,CD&V,43,811,4239,5050,3788,3
CG,14/10/2018,12025,Mechelen,43,61021,56809,1633,5,VLAAMS BELANG,43,2285,3013,5298,4239,4
CG,14/10/2018,12025,Mechelen,43,61021,56809,1633,7,PVDA,43,753,1701,2454,1227,1
CG,14/10/2018,12025,Mechelen,43,61021,56809,1633,8,BE.ONE,4,143,1544,1687,,0
CG,14/10/2018,12025,Mechelen,43,61021,56809,1633,9,Vld-Groen-M+,43,3659,22676,26335,25323,25
CG,14/10/2018,12025,Mechelen,43,61021,56809,1633,10,VolksLiga,3,80,153,233,,0
CG,14/10/2018,13021,Meerhout,21,8077,7553,357,1,sp.a,21,230,1313,1543,1286,5
CG,14/10/2018,13021,Meerhout,21,8077,7553,357,2,N-VA,21,350,887,1237,928,3
CG,14/10/2018,13021,Meerhout,21,8077,7553,357,5,VLAAMS BELANG,21,419,894,1313,1051,4
CG,14/10/2018,13021,Meerhout,21,8077,7553,357,7,MERRET anders,21,234,744,978,652,2
CG,14/10/2018,13021,Meerhout,21,8077,7553,357,8,cd,21,260,1865,2125,1860,7
CG,14/10/2018,23050,Meise,25,14429,13357,757,2,N-VA,25,1186,1402,2588,2219,6
CG,14/10/2018,23050,Meise,25,14429,13357,757,3,CD&V,20,399,1349,1748,1311,3
CG,14/10/2018,23050,Meise,25,14429,13357,757,7,LB+,25,602,3074,3676,3268,8
CG,14/10/2018,23050,Meise,25,14429,13357,757,8,Samen anders,25,763,1593,2356,1964,5
CG,14/10/2018,23050,Meise,25,14429,13357,757,9,PRO,25,513,1001,1514,1136,3
CG,14/10/2018,23050,Meise,25,14429,13357,757,10,LEEF,15,206,512,718,,0
CG,14/10/2018,44040,Melle,21,8989,8466,355,1,sp.a Jij Maakt Melle,21,362,702,1064,710,2
CG,14/10/2018,44040,Melle,21,8989,8466,355,4,Groen,21,749,893,1642,1314,4
CG,14/10/2018,44040,Melle,21,8989,8466,355,6,Open Vld,21,609,1020,1629,1304,4
CG,14/10/2018,44040,Melle,21,8989,8466,355,7,CD&V/N-VA,21,741,3035,3776,3462,11
CG,14/10/2018,34027,Menen,31,23891,22326,1385,1,sp.a,31,1056,2554,3610,3095,6
CG,14/10/2018,34027,Menen,31,23891,22326,1385,2,N-VA,31,899,1740,2639,2112,4
CG,14/10/2018,34027,Menen,31,23891,22326,1385,3,CD&V,31,1024,5142,6166,5606,10
CG,14/10/2018,34027,Menen,31,23891,22326,1385,4,Groen,31,825,1098,1923,1282,2
CG,14/10/2018,34027,Menen,31,23891,22326,1385,5,VLAAMS BELANG,9,1396,744,2140,1605,3
CG,14/10/2018,34027,Menen,31,23891,22326,1385,6,Open Vld,31,517,3283,3800,3258,6
CG,14/10/2018,34027,Menen,31,23891,22326,1385,7,PVDA,16,281,382,663,,0
CG,14/10/2018,23052,Merchtem,25,12567,11762,447,2,N-VA,19,546,1101,1647,1236,3
CG,14/10/2018,23052,Merchtem,25,12567,11762,447,3,CD&V-PLUS,25,260,1496,1756,1405,4
CG,14/10/2018,23052,Merchtem,25,12567,11762,447,4,Groen,25,334,672,1006,503,1
CG,14/10/2018,23052,Merchtem,25,12567,11762,447,7,LIJST1785,25,238,3905,4143,3767,10
CG,14/10/2018,23052,Merchtem,25,12567,11762,447,8,PRO MERCHTEM,25,684,2079,2763,2418,7
CG,14/10/2018,44043,Merelbeke,27,19179,18024,741,1,sp.a,27,430,873,1303,652,1
CG,14/10/2018,44043,Merelbeke,27,19179,18024,741,2,N-VA,27,1171,1394,2565,2052,4
CG,14/10/2018,44043,Merelbeke,27,19179,18024,741,3,CD&V,27,724,3966,4690,4169,8
CG,14/10/2018,44043,Merelbeke,27,19179,18024,741,4,Groen,27,1787,2312,4099,3514,6
CG,14/10/2018,44043,Merelbeke,27,19179,18024,741,6,Open Vld,27,901,3725,4626,4112,8
CG,14/10/2018,13023,Merksplas,19,6258,5940,197,2,N-VA,19,216,650,866,578,2
CG,14/10/2018,13023,Merksplas,19,6258,5940,197,4,Groen,19,219,623,842,562,2
CG,14/10/2018,13023,Merksplas,19,6258,5940,197,7,Leefbaar Merksplas,19,655,3380,4035,3783,15
CG,14/10/2018,33016,Mesen,9,718,716,21,7,RESPECT !,9,11,209,220,147,2
CG,14/10/2018,33016,Mesen,9,718,716,21,8,MLM,9,10,465,475,416,7
CG,14/10/2018,37007,Meulebeke,21,8566,8125,416,2,N-VA,21,495,1358,1853,1545,5
CG,14/10/2018,37007,Meulebeke,21,8566,8125,416,7,ZORGSAAM,21,327,674,1001,668,2
CG,14/10/2018,37007,Meulebeke,21,8566,8125,416,8,Lijst Burgemeester,21,550,4305,4855,4532,14
CG,14/10/2018,35011,Middelkerke,25,16287,14788,546,2,N-VA,25,340,542,882,441,1
CG,14/10/2018,35011,Middelkerke,25,16287,14788,546,3,CD&V,25,227,1716,1943,1458,3
CG,14/10/2018,35011,Middelkerke,25,16287,14788,546,4,Groen,25,426,446,872,436,1
CG,14/10/2018,35011,Middelkerke,25,16287,14788,546,5,VLAAMS BELANG,7,361,172,533,,0
CG,14/10/2018,35011,Middelkerke,25,16287,14788,546,6,Open Vld,25,358,2894,3252,2788,6
CG,14/10/2018,35011,Middelkerke,25,16287,14788,546,7,LIJST DEDECKER,25,1129,5156,6285,5866,14
CG,14/10/2018,35011,Middelkerke,25,16287,14788,546,8,PROJECT M,11,150,325,475,,0
CG,14/10/2018,44045,Moerbeke,17,4974,4682,199,2,N-VA,15,304,295,599,400,2
CG,14/10/2018,44045,Moerbeke,17,4974,4682,199,3,CD&V+,17,280,823,1103,883,4
CG,14/10/2018,44045,Moerbeke,17,4974,4682,199,6,Open Vld,17,370,2009,2379,2163,10
CG,14/10/2018,44045,Moerbeke,17,4974,4682,199,7,Mens,5,210,192,402,201,1
CG,14/10/2018,13025,Mol,33,27198,25232,1052,1,sp.a,33,628,2598,3226,2581,4
CG,14/10/2018,13025,Mol,33,27198,25232,1052,2,N-VA,33,1827,4440,6267,5698,10
CG,14/10/2018,13025,Mol,33,27198,25232,1052,3,CD&V,33,890,5420,6310,5737,10
CG,14/10/2018,13025,Mol,33,27198,25232,1052,5,VLAAMS BELANG,20,1155,1644,2799,2100,3
CG,14/10/2018,13025,Mol,33,27198,25232,1052,6,Open Vld+,33,435,1976,2411,1809,3
CG,14/10/2018,13025,Mol,33,27198,25232,1052,7,MEMO-MEERMOL,33,758,2078,2836,2127,3
CG,14/10/2018,13025,Mol,33,27198,25232,1052,8,LP LijstParticipatie,13,112,219,331,,0
CG,14/10/2018,36012,Moorslede,21,8765,8200,454,2,N-VA,21,295,859,1154,866,3
CG,14/10/2018,36012,Moorslede,21,8765,8200,454,7,VISIE,21,333,1936,2269,1986,7
CG,14/10/2018,36012,Moorslede,21,8765,8200,454,8,PRO,21,218,915,1133,850,3
CG,14/10/2018,36012,Moorslede,21,8765,8200,454,9,Groep a,21,212,1039,1251,939,3
CG,14/10/2018,36012,Moorslede,21,8765,8200,454,10,STERK,21,345,1594,1939,1616,5
CG,14/10/2018,11029,Mortsel,29,19227,17713,396,1,sp.a-I Love Mortsel,29,293,1416,1709,1282,3
